slot_id,pantalla_estacion,estado,emisor_sugerido,tipo_texto,asset_primary,asset_secondary,asset_role,visual_status,atlas_note
W3_SENAL_NOTE_01,Estación III — Cuaderno Pixel,w3_senal_active,Cuaderno / ambiente,Nota de bitácora,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_SENAL_CONFIRM_01,Estación III — Cuaderno Pixel,w3_senal_active,Lía,Confirmación breve,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_AJUSTADO_HINT_01,Estación III — Cuaderno Pixel,w3_ajustado_available,Lía,Instrucción contextual,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_AJUSTADO_AMB_01,Estación III — Cuaderno Pixel,w3_ajustado_active,Cuaderno / ambiente,Sello / respuesta,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_AJUSTADO_CONFIRM_01,Estación III — Cuaderno Pixel,w3_ajustado_active,Lía,Confirmación breve,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_BLOCK_LOCKED_01,Estación III — Cuaderno Pixel,w3_block_locked,Lía o sistema,Bloqueo suave,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_BLOCK_REPEAT_01,Estación III — Cuaderno Pixel,w3_block_locked,Lía o sistema,Relectura / repetición,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_COMPLETE_LIA_01,Estación III — Cuaderno Pixel,w3_complete,Lía,Cierre,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_CONTINUE_BTN_01,Estación III — Cuaderno Pixel,w3_complete,Sistema / interfaz,Botón,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_ACCESSIBLE_SCENE_01,Estación III — Cuaderno Pixel,w3_intro,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para introducción conceptual.
W3_ACCESSIBLE_PLANTA_01,Estación III — Cuaderno Pixel,w3_planta_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_ACCESSIBLE_PROTOTIPO_01,Estación III — Cuaderno Pixel,w3_prototipo_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_ACCESSIBLE_SENAL_01,Estación III — Cuaderno Pixel,w3_senal_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W3_ACCESSIBLE_AJUSTADO_01,Estación III — Cuaderno Pixel,w3_ajustado_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_206_ref_estacion_iii_cuaderno_pixel.png,,referencia_base,pendiente_mockup,Referencia base temporal; requiere mockup o captura específica posterior.
W4_INTRO_LIA_01,Estación IV — Mesa de Sistema,w4_intro,Lía,Entrada,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_INTRO_SYS_01,Estación IV — Mesa de Sistema,w4_intro,Sistema / ambiente,Texto de orientación,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_PLANTA_HINT_01,Estación IV — Mesa de Sistema,w4_planta_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_PLANTA_CARD_01,Estación IV — Mesa de Sistema,w4_planta_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_PLANTA_CONFIRM_01,Estación IV — Mesa de Sistema,w4_planta_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_BIONOSIFICADOR_HINT_01,Estación IV — Mesa de Sistema,w4_bionosificador_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_BIONOSIFICADOR_CARD_01,Estación IV — Mesa de Sistema,w4_bionosificador_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_BIONOSIFICADOR_CONFIRM_01,Estación IV — Mesa de Sistema,w4_bionosificador_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ESP32_HINT_01,Estación IV — Mesa de Sistema,w4_esp32_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ESP32_CARD_01,Estación IV — Mesa de Sistema,w4_esp32_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ESP32_CONFIRM_01,Estación IV — Mesa de Sistema,w4_esp32_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_MIDI_HINT_01,Estación IV — Mesa de Sistema,w4_midi_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_MIDI_CARD_01,Estación IV — Mesa de Sistema,w4_midi_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_MIDI_CONFIRM_01,Estación IV — Mesa de Sistema,w4_midi_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_WIFI_UDP_HINT_01,Estación IV — Mesa de Sistema,w4_wifi_udp_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_WIFI_UDP_CARD_01,Estación IV — Mesa de Sistema,w4_wifi_udp_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_WIFI_UDP_CONFIRM_01,Estación IV — Mesa de Sistema,w4_wifi_udp_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ROUTER_HINT_01,Estación IV — Mesa de Sistema,w4_router_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ROUTER_CARD_01,Estación IV — Mesa de Sistema,w4_router_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ROUTER_CONFIRM_01,Estación IV — Mesa de Sistema,w4_router_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_SISTEMA_CENTRAL_HINT_01,Estación IV — Mesa de Sistema,w4_sistema_central_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_SISTEMA_CENTRAL_CARD_01,Estación IV — Mesa de Sistema,w4_sistema_central_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_SISTEMA_CENTRAL_CONFIRM_01,Estación IV — Mesa de Sistema,w4_sistema_central_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_SONIDO_HINT_01,Estación IV — Mesa de Sistema,w4_sonido_available,Lía,Instrucción contextual,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_SONIDO_CARD_01,Estación IV — Mesa de Sistema,w4_sonido_active,Lía / sistema,Tarjeta técnica breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_SONIDO_CONFIRM_01,Estación IV — Mesa de Sistema,w4_sonido_active,Lía,Confirmación breve,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_NODE_LOCKED_01,Estación IV — Mesa de Sistema,w4_node_locked,Sistema / Lía,Bloqueo suave,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_NODE_REPEAT_01,Estación IV — Mesa de Sistema,w4_node_locked,Sistema / Lía,Relectura / repetición,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_COMPLETE_LIA_01,Estación IV — Mesa de Sistema,w4_complete,Lía,Cierre,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_COMPLETE_SYS_01,Estación IV — Mesa de Sistema,w4_complete,Sistema / ambiente,Cierre ambiental,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_CONTINUE_BTN_01,Estación IV — Mesa de Sistema,w4_complete,Sistema / interfaz,Botón,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_SCENE_01,Estación IV — Mesa de Sistema,w4_intro,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_PLANTA_01,Estación IV — Mesa de Sistema,w4_planta_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_BIONOSIFICADOR_01,Estación IV — Mesa de Sistema,w4_bionosificador_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_ESP32_01,Estación IV — Mesa de Sistema,w4_esp32_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_MIDI_01,Estación IV — Mesa de Sistema,w4_midi_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_WIFI_UDP_01,Estación IV — Mesa de Sistema,w4_wifi_udp_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_ROUTER_01,Estación IV — Mesa de Sistema,w4_router_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_SISTEMA_CENTRAL_01,Estación IV — Mesa de Sistema,w4_sistema_central_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W4_ACCESSIBLE_SONIDO_01,Estación IV — Mesa de Sistema,w4_sonido_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_207_ref_estacion_iv_mesa_sistema.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para nodos técnicos, bloqueo o cierre."
W5_INTRO_LIA_01,Estación V — Mapa del Presente,w5_intro,Lía,Entrada,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para introducción conceptual.
W5_INTRO_AMB_01,Estación V — Mapa del Presente,w5_intro,Ambiente,Texto ambiental,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para introducción conceptual.
W5_PLANTAS_HINT_01,Estación V — Mapa del Presente,w5_plantas_available,Lía,Instrucción contextual,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_PLANTAS_AMB_01,Estación V — Mapa del Presente,w5_plantas_active,Lía / ambiente,Diálogo por área,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_PLANTAS_CONFIRM_01,Estación V — Mapa del Presente,w5_plantas_active,Lía,Confirmación breve,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_SISTEMA_HINT_01,Estación V — Mapa del Presente,w5_sistema_available,Lía,Instrucción contextual,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_SISTEMA_AMB_01,Estación V — Mapa del Presente,w5_sistema_active,Lía / ambiente,Diálogo por área,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_SISTEMA_CONFIRM_01,Estación V — Mapa del Presente,w5_sistema_active,Lía,Confirmación breve,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ESPACIO_HINT_01,Estación V — Mapa del Presente,w5_espacio_available,Lía,Instrucción contextual,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ESPACIO_AMB_01,Estación V — Mapa del Presente,w5_espacio_active,Lía / ambiente,Diálogo por área,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ESPACIO_CONFIRM_01,Estación V — Mapa del Presente,w5_espacio_active,Lía,Confirmación breve,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_VISITANTE_HINT_01,Estación V — Mapa del Presente,w5_visitante_available,Lía,Instrucción contextual,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_VISITANTE_AMB_01,Estación V — Mapa del Presente,w5_visitante_active,Lía / ambiente,Diálogo por área,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_VISITANTE_CONFIRM_01,Estación V — Mapa del Presente,w5_visitante_active,Lía,Confirmación breve,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_AREA_LOCKED_01,Estación V — Mapa del Presente,w5_area_locked,Lía o sistema,Bloqueo suave,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_AREA_REPEAT_01,Estación V — Mapa del Presente,w5_area_locked,Lía o sistema,Relectura / repetición,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_COMPLETE_LIA_01,Estación V — Mapa del Presente,w5_complete,Lía,Cierre previo,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_COMPLETE_AMB_01,Estación V — Mapa del Presente,w5_complete,Ambiente,Cierre ambiental,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_FINAL_BTN_01,Estación V — Mapa del Presente,w5_complete,Sistema / interfaz,Botón,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ACCESSIBLE_SCENE_01,Estación V — Mapa del Presente,w5_intro,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para introducción conceptual.
W5_ACCESSIBLE_PLANTAS_01,Estación V — Mapa del Presente,w5_plantas_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ACCESSIBLE_SISTEMA_01,Estación V — Mapa del Presente,w5_sistema_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ACCESSIBLE_ESPACIO_01,Estación V — Mapa del Presente,w5_espacio_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
W5_ACCESSIBLE_VISITANTE_01,Estación V — Mapa del Presente,w5_visitante_active,Sistema / accesibilidad,Descripción accesible,gvo_atlas_006c_208_ref_estacion_v_mapa_presente.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para áreas activas, bloqueo o cierre."
FINAL_TITLE_01,Pantalla final — Mirador,final_intro,Sistema / interfaz,Título,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para cierre introductorio.
FINAL_SUBTITLE_01,Pantalla final — Mirador,final_intro,Sistema / interfaz,Subtítulo,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para cierre introductorio.
FINAL_LIA_MESSAGE_01,Pantalla final — Mirador,final_intro,Lía,Mensaje final,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para cierre introductorio.
FINAL_AMB_01,Pantalla final — Mirador,final_intro,Ambiente,Cierre ambiental,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,cubierto_con_referencia,Referencia base suficiente para cierre introductorio.
FINAL_ACCESS_I_LABEL_01,Pantalla final — Mirador,final_review,Sistema / interfaz,Label de acceso,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_I_CONFIRM_01,Pantalla final — Mirador,final_access_i_selected,Sistema / Lía,Confirmación breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_II_LABEL_01,Pantalla final — Mirador,final_review,Sistema / interfaz,Label de acceso,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_II_CONFIRM_01,Pantalla final — Mirador,final_access_ii_selected,Sistema / Lía,Confirmación breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_III_LABEL_01,Pantalla final — Mirador,final_review,Sistema / interfaz,Label de acceso,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_III_CONFIRM_01,Pantalla final — Mirador,final_access_iii_selected,Sistema / Lía,Confirmación breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_IV_LABEL_01,Pantalla final — Mirador,final_review,Sistema / interfaz,Label de acceso,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_IV_CONFIRM_01,Pantalla final — Mirador,final_access_iv_selected,Sistema / Lía,Confirmación breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_V_LABEL_01,Pantalla final — Mirador,final_review,Sistema / interfaz,Label de acceso,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_ACCESS_V_CONFIRM_01,Pantalla final — Mirador,final_access_v_selected,Sistema / Lía,Confirmación breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_HELP_01,Pantalla final — Mirador,final_review,Lía,Ayuda breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_BACK_HOME_BTN_01,Pantalla final — Mirador,final_return,Sistema / interfaz,Botón,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_BACK_HOME_HELP_01,Pantalla final — Mirador,final_return,Sistema / interfaz,Ayuda breve,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_RESTART_BTN_01,Pantalla final — Mirador,final_restart,Sistema / interfaz,Botón,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_RESTART_CONFIRM_01,Pantalla final — Mirador,final_restart_confirm,Sistema / interfaz,Confirmación,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_RESTART_CANCEL_BTN_01,Pantalla final — Mirador,final_restart_confirm,Sistema / interfaz,Botón secundario,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_RESTART_CONFIRM_BTN_01,Pantalla final — Mirador,final_restart_confirm,Sistema / interfaz,Botón crítico,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
FINAL_CREDITS_01,Pantalla final — Mirador,final_credits,Sistema / interfaz,Créditos,gvo_atlas_006c_209_ref_pantalla_final_mirador.png,,referencia_base,pendiente_mockup,"Referencia base temporal; requiere imagen específica para revisión, reinicio o créditos."
