reference_id,source_path,display_name,sha256,width,height,mode,alpha,current_consumer,provenance,license_status,approved_use,assets_served,reason,attachment_priority,do_not_copy
N02,C:\Users\JOSE DAVID\Downloads\I13\final_title_backplate_v01.webp,final_title_backplate_v01.webp,4C76C7B0C8B7ADD5DEED44437FBAEA326B77D1ED3EA1FC3870119BAAAEE4B73E,1536,512,RGBA,YES,NONE,DERIVED_HOMONYM_NONCANONICAL,NOT_DOCUMENTED,NOT_ALLOWED,NONE,Derivado WebP no canónico del PNG I13,DO_NOT_ATTACH,"No copiar, no adjuntar, no promover; usar el PNG canónico"
N03,C:\Users\JOSE DAVID\Downloads\I14\final_credits_backplate_v01.webp,final_credits_backplate_v01.webp,12715E4F4452D604C414C49A2250EBEE5DCAC167BAA6369863AE42245F847B56,1536,384,RGBA,YES,NONE,DERIVED_HOMONYM_NONCANONICAL,NOT_DOCUMENTED,NOT_ALLOWED,NONE,Derivado WebP no canónico del PNG I14,DO_NOT_ATTACH,"No copiar, no adjuntar, no promover; usar el PNG canónico"
N04,C:\Users\JOSE DAVID\Downloads\I15\final_action_backplate_v01.webp,final_action_backplate_v01.webp,3BE851A46511D02AED78A30DC108A2BFB9CB20145F22A43AAF6B17850BD175DC,1024,256,RGBA,YES,NONE,DERIVED_HOMONYM_NONCANONICAL,NOT_DOCUMENTED,NOT_ALLOWED,NONE,Derivado WebP no canónico del PNG I15,DO_NOT_ATTACH,"No copiar, no adjuntar, no promover; usar el PNG canónico"
N05,C:\Users\JOSE DAVID\Downloads\I16\final_restart_dialog_backplate_v01.webp,final_restart_dialog_backplate_v01.webp,80CADD1DDFB50478162F6E671C5EC80F54DC69520AF69CF2BDBB5D1480A093FE,1536,1024,RGBA,YES,NONE,DERIVED_HOMONYM_NONCANONICAL,NOT_DOCUMENTED,NOT_ALLOWED,NONE,Derivado WebP no canónico del PNG I16,DO_NOT_ATTACH,"No copiar, no adjuntar, no promover; usar el PNG canónico"
O01,docs/visual/final/021g-lia-production-briefs/final_021g_lia_identity_contact_sheet.png,Identidad canónica 021G,1B30D720F20F5E658D5800D10A85523700C8824D385F567EF895C2B0D340ED67,2000,1400,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,IDENTITY_AUTHORITY,ALL,Resumen visual de identidad y fuentes,P0,No usar como asset runtime
O02,docs/visual/final/021g-lia-production-briefs/final_021g_lia_hard_fails_contact_sheet.png,Hard fails 021G,4403AB8F18D026F7123B858D7BEFB083FC1A76E76DDC7DE99469EB6B50B9C1DF,2000,1400,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,IDENTITY_AUTHORITY,ALL,Errores de identidad y composición prohibidos,P0,No usar como asset runtime
O03,docs/visual/final/021g-lia-production-briefs/final_021g_lia_portrait_scale_overlay.png,Overlay portrait 14–18%,E3BD2713C037C362AD95501EFA1EDB584F43B11601A62D1B66C63C6B3A9FD1BC,1800,1600,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_ALIGNMENT_REFERENCE,ALL,Prueba visual de escala y anchor portrait,P0,No usar como asset runtime
O04,docs/visual/final/021g-lia-production-briefs/final_021g_lia_landscape_667x375_scale_overlay.png,Overlay landscape 667×375 20–26%,E6339F125F56767117F4E40660B2EF5B8484AE6D1D7C3246B7B2803468F8CD8F,1334,375,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,COMPOSITION_ALIGNMENT_REFERENCE,ALL,Prueba visual de escala y anchor landscape,P0,No usar como asset runtime
O05,docs/visual/final/021g-lia-production-briefs/final_021g_idle_6f_sprite_guide.png,Guía sprite idle 6f,165E93DA06BF001CFD03491DC45E35D7A139D88A72945BE44BF02176B80E95EE,1536,256,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_SPRITE_REFERENCE,IDLE,"Celdas, safe area, baseline y centro",P0,No usar como asset runtime
O06,docs/visual/final/021g-lia-production-briefs/final_021g_greeting_4f_sprite_guide.png,Guía sprite greeting 4f,FD6EFBB889853EBE9E2B6A34F535C34B4A0B74A807479E73443C04D232C1D119,1024,256,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_SPRITE_REFERENCE,GREET,"Celdas, safe area, baseline y centro",P0,No usar como asset runtime
O07,docs/visual/final/021g-lia-production-briefs/final_021g_glow_shadow_guide.png,Guía glow/shadow,C7FE53757AB4B7503DC5ABB3056ACBECA5569DAF72DD3516407C5595BD902686,1024,512,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,MATERIAL_REFERENCE,GLOW,Masa alpha-aware sin silueta,P0,No usar como asset runtime
O08,docs/visual/final/021g-lia-production-briefs/final_021g_lia_motion_timing_sheet.png,Timing sheet,8114F52894FDF026D2C99FF155330E2FE95CBF7E4617DA7F8CCF7478962E29E1,1920,1080,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,TECHNICAL_SPRITE_REFERENCE,"IDLE,GREET,GLOW",Timing y gates de producción,P0,No usar como asset runtime
O09,docs/visual/final/021g-lia-production-briefs/final_021g_lia_existing_pose_benchmark.png,Benchmark de poses existentes,C6F923B14B7DD7C98E6CBE6B0C8361FA8E64900AF26772AE218DA0D1870B4F31,2000,1600,RGB,NO,FINAL_021G_PREPRODUCTION,GENERATED_DOCUMENTARY_OVERLAY_NOT_ART,NOT_APPLICABLE_DOCUMENTARY,ACTING_REFERENCE,ALL,Comparación controlada de acting existente,P0,No usar como asset runtime
